conv_parameters,occurences,models
1 128 32 32 256 16 16 3 3 1 1 1 1 2 2 1 1 128 False False,7,fastvit_mci1 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_s12 fastvit_t12 fastvit_sa12
1 256 16 16 256 16 16 1 1 0 0 0 0 1 1 1 1 256 False False,78,fastvit_mci1 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_s12 fastvit_t12 fastvit_sa12
1 256 16 16 256 16 16 7 7 3 3 3 3 1 1 1 1 256 False False,78,fastvit_mci1 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_s12 fastvit_t12 fastvit_sa12
1 256 16 16 768 16 16 1 1 0 0 0 0 1 1 1 1 1 False True,36,fastvit_mci1 fastvit_t12 fastvit_mci0
1 768 16 16 256 16 16 1 1 0 0 0 0 1 1 1 1 1 False True,36,fastvit_mci1 fastvit_t12 fastvit_mci0
1 256 16 16 512 8 8 7 7 3 3 3 3 2 2 1 1 256 False False,7,fastvit_mci1 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_s12 fastvit_t12 fastvit_sa12
1 256 16 16 512 8 8 3 3 1 1 1 1 2 2 1 1 256 False False,7,fastvit_mci1 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_s12 fastvit_t12 fastvit_sa12
1 512 8 8 512 8 8 7 7 3 3 3 3 1 1 1 1 512 False True,6,fastvit_mci1 maxxvit_rmlp_tiny_rw_256 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_sa12
1 512 8 8 512 8 8 7 7 3 3 3 3 1 1 1 1 512 False False,22,fastvit_mci1 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_s12 fastvit_t12 fastvit_sa12
1 512 8 8 1536 8 8 1 1 0 0 0 0 1 1 1 1 1 False True,8,fastvit_mci1 fastvit_t12 fastvit_mci0
1 1536 8 8 512 8 8 1 1 0 0 0 0 1 1 1 1 1 False True,8,fastvit_mci1 fastvit_t12 fastvit_mci0
1 512 8 8 1024 8 8 1 1 0 0 0 0 1 1 1 1 512 False False,7,fastvit_mci1 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_s12 fastvit_t12 fastvit_sa12
1 512 8 8 1024 8 8 3 3 1 1 1 1 1 1 1 1 512 False False,7,fastvit_mci1 fastvit_sa36 fastvit_sa24 fastvit_mci0 fastvit_s12 fastvit_t12 fastvit_sa12
1 3 256 256 80 128 128 1 1 0 0 0 0 2 2 1 1 1 False False,1,fastvit_mci2
1 3 256 256 80 128 128 3 3 1 1 1 1 2 2 1 1 1 False False,1,fastvit_mci2
1 80 128 128 80 64 64 1 1 0 0 0 0 2 2 1 1 80 False False,1,fastvit_mci2
1 80 128 128 80 64 64 3 3 1 1 1 1 2 2 1 1 80 False False,1,fastvit_mci2
1 80 64 64 80 64 64 1 1 0 0 0 0 1 1 1 1 80 False False,4,fastvit_mci2
1 80 64 64 80 64 64 3 3 1 1 1 1 1 1 1 1 80 False False,4,fastvit_mci2
1 80 64 64 80 64 64 7 7 3 3 3 3 1 1 1 1 80 False False,4,fastvit_mci2
1 80 64 64 240 64 64 1 1 0 0 0 0 1 1 1 1 1 False True,4,fastvit_mci2
1 240 64 64 80 64 64 1 1 0 0 0 0 1 1 1 1 1 False True,4,fastvit_mci2
1 80 64 64 160 32 32 7 7 3 3 3 3 2 2 1 1 80 False False,1,fastvit_mci2
1 80 64 64 160 32 32 3 3 1 1 1 1 2 2 1 1 80 False False,1,fastvit_mci2
1 160 32 32 160 32 32 1 1 0 0 0 0 1 1 1 1 160 False False,12,fastvit_mci2
1 160 32 32 160 32 32 3 3 1 1 1 1 1 1 1 1 160 False False,15,mobilenetv4_conv_medium mobilenetv4_conv_aa_medium fastvit_mci2 mobilenetv4_hybrid_medium
1 160 32 32 160 32 32 7 7 3 3 3 3 1 1 1 1 160 False False,12,fastvit_mci2
1 160 32 32 480 32 32 1 1 0 0 0 0 1 1 1 1 1 False True,12,fastvit_mci2
1 480 32 32 160 32 32 1 1 0 0 0 0 1 1 1 1 1 False True,12,fastvit_mci2
1 160 32 32 320 16 16 7 7 3 3 3 3 2 2 1 1 160 False False,1,fastvit_mci2
1 160 32 32 320 16 16 3 3 1 1 1 1 2 2 1 1 160 False False,1,fastvit_mci2
1 320 1 1 80 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,33,regnety_008 hardcorenas_d regnety_008_tv fastvit_mci2 repvit_m2_3
1 80 1 1 320 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,33,regnety_008 hardcorenas_d regnety_008_tv fastvit_mci2 repvit_m2_3
1 320 16 16 320 16 16 1 1 0 0 0 0 1 1 1 1 320 False False,24,fastvit_mci2
1 320 16 16 320 16 16 3 3 1 1 1 1 1 1 1 1 320 False False,24,fastvit_mci2
1 320 16 16 320 16 16 7 7 3 3 3 3 1 1 1 1 320 False False,24,fastvit_mci2
1 320 16 16 960 16 16 1 1 0 0 0 0 1 1 1 1 1 False True,24,fastvit_mci2
1 960 16 16 320 16 16 1 1 0 0 0 0 1 1 1 1 1 False True,24,fastvit_mci2
1 320 16 16 640 8 8 7 7 3 3 3 3 2 2 1 1 320 False False,1,fastvit_mci2
1 320 16 16 640 8 8 3 3 1 1 1 1 2 2 1 1 320 False False,1,fastvit_mci2
1 640 1 1 160 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,fastvit_mci2 repvit_m2_3
1 160 1 1 640 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,fastvit_mci2 repvit_m2_3
1 640 8 8 640 8 8 7 7 3 3 3 3 1 1 1 1 640 False True,1,fastvit_mci2
1 640 8 8 640 8 8 7 7 3 3 3 3 1 1 1 1 640 False False,4,fastvit_mci2
1 640 8 8 1920 8 8 1 1 0 0 0 0 1 1 1 1 1 False True,4,fastvit_mci2
1 1920 8 8 640 8 8 1 1 0 0 0 0 1 1 1 1 1 False True,4,fastvit_mci2
1 640 8 8 1280 8 8 1 1 0 0 0 0 1 1 1 1 640 False False,1,fastvit_mci2
1 640 8 8 1280 8 8 3 3 1 1 1 1 1 1 1 1 640 False False,1,fastvit_mci2
1 1280 1 1 80 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fastvit_mci2
1 80 1 1 1280 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fastvit_mci2
1 256 16 16 1024 16 16 1 1 0 0 0 0 1 1 1 1 1 False True,56,maxxvit_rmlp_tiny_rw_256 nf_resnet50 fastvit_sa36 fastvit_sa24 maxxvit_rmlp_nano_rw_256 fastvit_s12 fastvit_sa12
1 1024 16 16 256 16 16 1 1 0 0 0 0 1 1 1 1 1 False True,55,maxxvit_rmlp_tiny_rw_256 nf_resnet50 fastvit_sa36 fastvit_sa24 maxxvit_rmlp_nano_rw_256 fastvit_s12 fastvit_sa12
1 512 8 8 512 8 8 1 1 0 0 0 0 1 1 1 1 512 False False,4,fastvit_s12 fastvit_t12
1 512 8 8 2048 8 8 1 1 0 0 0 0 1 1 1 1 1 False True,20,maxxvit_rmlp_tiny_rw_256 nf_resnet50 fastvit_sa36 fastvit_sa24 maxxvit_rmlp_nano_rw_256 fastvit_s12 fastvit_sa12
1 2048 8 8 512 8 8 1 1 0 0 0 0 1 1 1 1 1 False True,19,maxxvit_rmlp_tiny_rw_256 nf_resnet50 fastvit_sa36 fastvit_sa24 maxxvit_rmlp_nano_rw_256 fastvit_s12 fastvit_sa12
1 3 256 256 48 128 128 1 1 0 0 0 0 2 2 1 1 1 False False,1,fastvit_t8
1 3 256 256 48 128 128 3 3 1 1 1 1 2 2 1 1 1 False False,4,maxxvitv2_nano_rw_256 maxxvit_rmlp_small_rw_256 mobilevitv2_150 fastvit_t8
1 48 128 128 48 64 64 1 1 0 0 0 0 2 2 1 1 48 False False,1,fastvit_t8
1 48 128 128 48 64 64 3 3 1 1 1 1 2 2 1 1 48 False False,1,fastvit_t8
1 48 64 64 48 64 64 1 1 0 0 0 0 1 1 1 1 48 False False,2,fastvit_t8
1 48 64 64 48 64 64 7 7 3 3 3 3 1 1 1 1 48 False False,2,fastvit_t8
1 48 64 64 144 64 64 1 1 0 0 0 0 1 1 1 1 1 False True,2,fastvit_t8
1 144 64 64 48 64 64 1 1 0 0 0 0 1 1 1 1 1 False True,2,fastvit_t8
1 48 64 64 96 32 32 7 7 3 3 3 3 2 2 1 1 48 False False,1,fastvit_t8
1 48 64 64 96 32 32 3 3 1 1 1 1 2 2 1 1 48 False False,1,fastvit_t8
1 96 32 32 96 32 32 1 1 0 0 0 0 1 1 1 1 96 False False,2,fastvit_t8
1 96 32 32 96 32 32 3 3 1 1 1 1 1 1 1 1 96 False False,2,fastvit_t8
1 96 32 32 96 32 32 7 7 3 3 3 3 1 1 1 1 96 False False,2,fastvit_t8
1 96 32 32 288 32 32 1 1 0 0 0 0 1 1 1 1 1 False True,2,fastvit_t8
1 288 32 32 96 32 32 1 1 0 0 0 0 1 1 1 1 1 False True,2,fastvit_t8
1 96 32 32 192 16 16 3 3 1 1 1 1 2 2 1 1 96 False False,1,fastvit_t8
1 192 16 16 192 16 16 1 1 0 0 0 0 1 1 1 1 192 False False,4,fastvit_t8
1 192 16 16 192 16 16 3 3 1 1 1 1 1 1 1 1 192 False False,5,mobilevitv2_050 fastvit_t8
1 192 16 16 576 16 16 1 1 0 0 0 0 1 1 1 1 1 False True,4,fastvit_t8
1 576 16 16 192 16 16 1 1 0 0 0 0 1 1 1 1 1 False True,4,fastvit_t8
1 192 16 16 384 8 8 7 7 3 3 3 3 2 2 1 1 192 False False,1,fastvit_t8
1 192 16 16 384 8 8 3 3 1 1 1 1 2 2 1 1 192 False False,1,fastvit_t8
1 384 8 8 384 8 8 1 1 0 0 0 0 1 1 1 1 384 False False,2,fastvit_t8
1 384 8 8 384 8 8 3 3 1 1 1 1 1 1 1 1 384 False False,3,mobilevitv2_075 fastvit_t8
1 384 8 8 384 8 8 7 7 3 3 3 3 1 1 1 1 384 False False,2,fastvit_t8
1 384 8 8 1152 8 8 1 1 0 0 0 0 1 1 1 1 1 False True,2,fastvit_t8
1 1152 8 8 384 8 8 1 1 0 0 0 0 1 1 1 1 1 False True,2,fastvit_t8
1 384 8 8 768 8 8 1 1 0 0 0 0 1 1 1 1 384 False False,1,fastvit_t8
1 384 8 8 768 8 8 3 3 1 1 1 1 1 1 1 1 384 False False,1,fastvit_t8
1 24 56 56 24 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,8,repghostnet_100 fbnetc_100 regnetx_002 lcnet_035 regnety_002
1 24 56 56 24 56 56 3 3 1 1 1 1 1 1 1 1 24 False False,5,fbnetc_100 lcnet_035 repghostnet_100
1 144 28 28 32 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,3,mobilenetv2_110d mobilenetv2_100 fbnetc_100
1 32 28 28 96 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,11,fbnetc_100 mobilenetv3_large_075 tf_mobilenetv3_large_075 repghostnet_080 semnasnet_075 mnasnet_075 mobilenetv4_conv_small_050
1 96 28 28 96 28 28 5 5 2 2 2 2 1 1 1 1 96 False False,9,fbnetc_100 mobilenetv3_large_075 tf_mobilenetv3_large_075 mnasnet_075 semnasnet_075
1 96 28 28 32 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,9,fbnetc_100 mobilenetv3_large_075 tf_mobilenetv3_large_075 mnasnet_075 semnasnet_075
1 32 28 28 192 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,22,fbnetc_100 mobilenetv3_large_075 tf_mobilenetv3_large_075 mixnet_xl mobilenetv2_100 mobilenetv2_110d mnasnet_075 semnasnet_075
1 192 28 28 192 28 28 5 5 2 2 2 2 1 1 1 1 192 False False,19,focalnet_small_srf focalnet_tiny_lrf fbnetc_100 focalnet_small_lrf mixnet_xl mobilenetv4_conv_aa_large focalnet_tiny_srf
1 192 28 28 32 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,16,fbnetc_100 mixnet_xl mobilenetv2_100 ghostnetv2_160 mobilenetv2_110d
1 192 28 28 192 28 28 3 3 1 1 1 1 1 1 1 1 192 False False,36,focalnet_small_srf lcnet_150 focalnet_tiny_lrf mobileone_s1 fbnetc_100 focalnet_small_lrf gcvit_small mixnet_xl mobilenetv4_conv_aa_large mobilenetv2_100 ghostnetv2_160 focalnet_tiny_srf mobilenetv2_110d tiny_vit_21m_224
1 192 28 28 192 14 14 5 5 2 2 2 2 2 2 1 1 192 False False,4,fbnetc_100 mnasnet_075 mobilenetv4_conv_small mixnet_xxl
1 192 14 14 64 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,7,fbnetc_100 mobilenetv3_large_075 tf_mobilenetv3_large_075 mobilenetv2_100 mnasnet_075 semnasnet_075
1 64 14 14 384 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,25,fbnetc_100 mobilenetv3_large_075 tf_mobilenetv3_large_075 mixnet_xl mobilenetv2_100 ghostnetv2_160 mnasnet_075 semnasnet_075
1 384 14 14 64 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,19,fbnetc_100 mixnet_xl mobilenetv2_100 ghostnetv2_160 mnasnet_075 semnasnet_075
1 384 14 14 112 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetc_100
1 112 14 14 336 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,17,hardcorenas_d hardcorenas_b repghostnet_100 hardcorenas_e hardcorenas_f fbnetc_100 hardcorenas_c ghostnet_100 ghostnetv2_100
1 336 14 14 336 14 14 5 5 2 2 2 2 1 1 1 1 336 False False,3,fbnetc_100 hardcorenas_d hardcorenas_e
1 336 14 14 112 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,14,hardcorenas_d hardcorenas_b repghostnet_100 hardcorenas_e hardcorenas_f fbnetc_100 hardcorenas_c mnasnet_140 semnasnet_140
1 672 7 7 184 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetc_100
1 184 7 7 1104 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,6,fbnetv3_b fbnetc_100 rexnetr_130
1 1104 7 7 1104 7 7 5 5 2 2 2 2 1 1 1 1 1104 False False,4,fbnetv3_b fbnetc_100
1 1104 7 7 184 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,3,fbnetc_100
1 1104 7 7 1104 7 7 3 3 1 1 1 1 1 1 1 1 1104 False False,2,fbnetc_100 rexnetr_130
1 1104 7 7 352 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetc_100
1 352 7 7 1984 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetc_100
1 64 112 112 64 56 56 5 5 2 2 2 2 2 2 1 1 64 False False,2,fbnetv3_b mixnet_l
1 64 56 56 24 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,7,fbnetv3_b tf_mobilenetv3_large_100 mobilenetv3_large_075 tf_mobilenetv3_large_075 tf_mobilenetv3_large_minimal_100 mobilenetv3_large_100 mobilenetv3_rw
1 24 56 56 48 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,9,fbnetv3_b fbnetv3_d lcnet_075
1 48 56 56 48 56 56 5 5 2 2 2 2 1 1 1 1 48 False False,3,fbnetv3_b
1 48 56 56 24 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,17,fbnetv3_b hardcorenas_d hardcorenas_b mnasnet_075 spnasnet_100 hardcorenas_e hardcorenas_f hardcorenas_c hardcorenas_a fbnetv3_d mnasnet_100
1 24 56 56 120 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_b
1 120 56 56 120 28 28 5 5 2 2 2 2 2 2 1 1 120 False False,2,fbnetv3_b mixnet_xxl
1 120 1 1 8 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_b
1 8 1 1 120 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_b
1 120 28 28 40 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,31,fbnetv3_b tf_mobilenetv3_large_100 hardcorenas_d hardcorenas_b spnasnet_100 hardcorenas_e hardcorenas_c semnasnet_100 mobilenetv3_large_100 tf_mobilenetv3_large_minimal_100 fbnetv3_d mobilenetv3_rw mnasnet_100
1 40 28 28 120 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,34,fbnetv3_b tf_mobilenetv3_large_100 hardcorenas_d hardcorenas_b repghostnet_100 spnasnet_100 hardcorenas_e hardcorenas_c semnasnet_100 mobilenetv3_large_100 tf_mobilenetv3_large_minimal_100 ghostnet_100 ghostnetv2_100 fbnetv3_d mobilenetv3_rw mnasnet_100
1 120 28 28 120 28 28 5 5 2 2 2 2 1 1 1 1 120 False False,31,fbnetv3_b tf_mobilenetv3_large_100 hardcorenas_b mixnet_s hardcorenas_c tf_mixnet_m mixnet_m tf_mixnet_s semnasnet_100 mobilenetv3_large_100 mobilenetv3_rw mnasnet_100
1 120 1 1 16 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,8,fbnetv3_b fbnetv3_d
1 16 1 1 120 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,8,fbnetv3_b fbnetv3_d
1 40 28 28 200 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,2,fbnetv3_b fbnetv3_d
1 200 28 28 200 14 14 5 5 2 2 2 2 2 2 1 1 200 False False,1,fbnetv3_b
1 200 14 14 72 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,fbnetv3_b fbnetv3_d
1 72 14 14 216 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,8,fbnetv3_b fbnetv3_d
1 216 14 14 216 14 14 3 3 1 1 1 1 1 1 1 1 216 False False,12,fbnetv3_b fbnetv3_d mixnet_xxl
1 216 14 14 72 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,8,fbnetv3_b fbnetv3_d
1 72 14 14 360 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,fbnetv3_b fbnetv3_d
1 360 14 14 360 14 14 3 3 1 1 1 1 1 1 1 1 360 False False,3,fbnetv3_b fbnetv3_d repghostnet_150
1 360 1 1 24 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,fbnetv3_b fbnetv3_d
1 24 1 1 360 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,fbnetv3_b fbnetv3_d
1 360 14 14 120 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,6,fbnetv3_b
1 120 14 14 360 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,6,fbnetv3_b repghostnet_150
1 360 14 14 360 14 14 5 5 2 2 2 2 1 1 1 1 360 False False,5,fbnetv3_b
1 360 1 1 32 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,fbnetv3_b
1 32 1 1 360 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,fbnetv3_b
1 120 14 14 720 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,8,fbnetv3_b rexnetr_130 mixnet_s tf_mixnet_m mixnet_m mobilenetv4_hybrid_medium_075 rexnetr_100 tf_mixnet_s
1 720 14 14 720 7 7 3 3 1 1 1 1 2 2 1 1 720 False False,1,fbnetv3_b
1 720 1 1 32 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_b
1 32 1 1 720 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_b
1 720 7 7 184 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_b
1 184 7 7 736 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,5,fbnetv3_b
1 736 7 7 736 7 7 5 5 2 2 2 2 1 1 1 1 736 False False,5,fbnetv3_b
1 736 1 1 48 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,fbnetv3_b
1 48 1 1 736 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,fbnetv3_b
1 736 7 7 184 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,5,fbnetv3_b
1 1104 1 1 48 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_b
1 48 1 1 1104 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_b
1 1104 7 7 224 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_b
1 224 7 7 1344 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,9,fbnetv3_b rexnetr_130 rexnetr_150 mobilenetv2_140 semnasnet_140
1 1344 1 1 1984 1 1 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_b
1 24 112 112 16 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,4,mobilenetv2_075 fbnetv3_d mnasnet_075 semnasnet_075
1 16 112 112 80 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_d
1 80 112 112 80 56 56 3 3 1 1 1 1 2 2 1 1 80 False False,3,mixnet_xl fbnetv3_d mobilenetv1_125
1 80 56 56 24 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_d
1 48 56 56 48 56 56 3 3 1 1 1 1 1 1 1 1 48 False False,24,mnasnet_050 repvit_m1 mobilenetv4_conv_blur_medium mobilenetv2_035 mobileone_s0 repghostnet_200 fbnetv3_d repghostnet_130 repvit_m0_9 lcnet_075
1 24 56 56 96 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_d
1 96 56 56 96 28 28 5 5 2 2 2 2 2 2 1 1 96 False False,3,fbnetv3_d semnasnet_140 mnasnet_140
1 96 1 1 8 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,4,fbnetv3_d semnasnet_075 semnasnet_140
1 8 1 1 96 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,4,fbnetv3_d semnasnet_075 semnasnet_140
1 96 28 28 40 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_d
1 120 28 28 120 28 28 3 3 1 1 1 1 1 1 1 1 120 False False,27,hardcorenas_d repghostnet_100 spnasnet_100 hardcorenas_e mixnet_s tf_mixnet_m mixnet_m tf_mobilenetv3_large_minimal_100 repghostnet_200 ghostnet_100 ghostnetv2_100 fbnetv3_d tf_mixnet_s
1 200 28 28 200 14 14 3 3 1 1 1 1 2 2 1 1 200 False False,1,fbnetv3_d
1 360 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_d
1 384 1 1 32 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,12,mixnet_xl rexnetr_100 fbnetv3_d rexnetr_130
1 32 1 1 384 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,12,mixnet_xl rexnetr_100 fbnetv3_d rexnetr_130
1 208 7 7 1040 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,5,fbnetv3_d
1 1040 7 7 1040 7 7 5 5 2 2 2 2 1 1 1 1 1040 False False,5,fbnetv3_d
1 1040 1 1 56 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,fbnetv3_d
1 56 1 1 1040 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,fbnetv3_d
1 1040 7 7 208 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,5,fbnetv3_d
1 1248 7 7 1248 7 7 5 5 2 2 2 2 1 1 1 1 1248 False False,1,fbnetv3_d
1 1248 1 1 56 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_d
1 56 1 1 1248 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_d
1 1248 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_d
1 240 7 7 1440 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,3,rexnetr_150 fbnetv3_d repghostnet_150
1 1440 1 1 1984 1 1 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_d
1 32 120 120 24 120 120 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 24 120 120 24 120 120 3 3 1 1 1 1 1 1 1 1 24 False False,2,fbnetv3_g
1 24 120 120 24 120 120 1 1 0 0 0 0 1 1 1 1 1 False False,2,fbnetv3_g
1 24 120 120 96 120 120 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 96 120 120 96 60 60 5 5 2 2 2 2 2 2 1 1 96 False False,1,fbnetv3_g
1 96 60 60 40 60 60 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 40 60 60 80 60 60 1 1 0 0 0 0 1 1 1 1 1 False False,4,fbnetv3_g
1 80 60 60 80 60 60 5 5 2 2 2 2 1 1 1 1 80 False False,4,fbnetv3_g
1 80 60 60 40 60 60 1 1 0 0 0 0 1 1 1 1 1 False False,4,fbnetv3_g
1 40 60 60 160 60 60 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 160 60 60 160 30 30 5 5 2 2 2 2 2 2 1 1 160 False False,1,fbnetv3_g
1 160 1 1 16 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_g
1 16 1 1 160 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_g
1 160 30 30 56 30 30 1 1 0 0 0 0 1 1 1 1 1 False False,2,tf_efficientnetv2_b3 fbnetv3_g
1 56 30 30 168 30 30 1 1 0 0 0 0 1 1 1 1 1 False False,4,fbnetv3_g
1 168 30 30 168 30 30 5 5 2 2 2 2 1 1 1 1 168 False False,4,fbnetv3_g
1 168 1 1 16 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,4,fbnetv3_g
1 16 1 1 168 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,4,fbnetv3_g
1 168 30 30 56 30 30 1 1 0 0 0 0 1 1 1 1 1 False False,4,fbnetv3_g
1 56 30 30 280 30 30 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 280 30 30 280 15 15 5 5 2 2 2 2 2 2 1 1 280 False False,1,fbnetv3_g
1 280 15 15 104 15 15 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 104 15 15 312 15 15 1 1 0 0 0 0 1 1 1 1 1 False False,4,fbnetv3_g
1 312 15 15 312 15 15 3 3 1 1 1 1 1 1 1 1 312 False False,4,fbnetv3_g
1 312 15 15 104 15 15 1 1 0 0 0 0 1 1 1 1 1 False False,4,fbnetv3_g
1 104 15 15 520 15 15 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 520 15 15 520 15 15 3 3 1 1 1 1 1 1 1 1 520 False False,1,fbnetv3_g
1 520 1 1 32 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_g
1 32 1 1 520 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,fbnetv3_g
1 520 15 15 160 15 15 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 160 15 15 480 15 15 1 1 0 0 0 0 1 1 1 1 1 False False,8,fbnetv3_g
1 480 1 1 40 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,15,rexnetr_130 rexnetr_200 mixnet_s fbnetv3_g mixnet_xxl mixnet_m tf_mixnet_m tf_mixnet_s
1 40 1 1 480 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,15,rexnetr_130 rexnetr_200 mixnet_s fbnetv3_g mixnet_xxl mixnet_m tf_mixnet_m tf_mixnet_s
1 480 15 15 160 15 15 1 1 0 0 0 0 1 1 1 1 1 False False,8,fbnetv3_g
1 160 15 15 960 15 15 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 960 15 15 960 8 8 3 3 1 1 1 1 2 2 1 1 960 False False,1,fbnetv3_g
1 960 8 8 264 8 8 1 1 0 0 0 0 1 1 1 1 1 False False,1,fbnetv3_g
1 264 8 8 1320 8 8 1 1 0 0 0 0 1 1 1 1 1 False False,6,fbnetv3_g
